name, conf, dftE, pm7E, mmffE
Neutral_jobs/omegacsd_MVERIQ, rmsd173-mmff, 5189.863041, -85.496280, 122.229832
Neutral_jobs/omegacsd_MVERIQ, rmsd173-pm7, 5190.825565, -88.384750, 122.969177
Neutral_jobs/omegacsd_MVERIQ, rmsd173-opt, 5195.445018, -88.384860, 122.980008
Neutral_jobs/omegacsd_MVERIQ, rmsd180-mmff, 5185.059649, -87.149950, 120.427128
Neutral_jobs/omegacsd_MVERIQ, rmsd180-pm7, 5185.824664, -88.604210, 122.716947
Neutral_jobs/omegacsd_MVERIQ, rmsd180-opt, 5192.792323, -88.604110, 122.725852
Neutral_jobs/omegacsd_MVERIQ, rmsd207-mmff, 5182.264124, -86.133720, 120.677173
Neutral_jobs/omegacsd_MVERIQ, rmsd207-pm7, 5185.075520, -88.229890, 122.193419
Neutral_jobs/omegacsd_MVERIQ, rmsd207-opt, 5195.430475, -88.229830, 122.189396
Neutral_jobs/omegacsd_MVERIQ, rmsd73-mmff, 5191.032965, -86.677080, 121.099578
Neutral_jobs/omegacsd_MVERIQ, rmsd73-pm7, 5190.093097, -87.991050, 122.173971
Neutral_jobs/omegacsd_MVERIQ, rmsd73-opt, 5198.043911, -87.991130, 122.181163
Neutral_jobs/omegacsd_MVERIQ, rmsd79-mmff, 5187.601562, -86.068240, 121.319282
Neutral_jobs/omegacsd_MVERIQ, rmsd79-pm7, 5190.494789, -88.395780, 123.308129
Neutral_jobs/omegacsd_MVERIQ, rmsd79-opt, 5195.713038, -88.395900, 123.303883
Neutral_jobs/omegacsd_MVERIQ, rmsd80-mmff, 5188.620649, -84.684110, 123.775980
Neutral_jobs/omegacsd_MVERIQ, rmsd80-pm7, 5189.820076, -88.132190, 122.879498
Neutral_jobs/omegacsd_MVERIQ, rmsd80-opt, 5196.931337, -88.132230, 122.887003
Neutral_jobs/omegacsd_NADYIA, rmsd1-mmff, 5881.154151, -181.578030, 41.902541
Neutral_jobs/omegacsd_NADYIA, rmsd1-pm7, 5880.726129, -187.954880, 50.626343
Neutral_jobs/omegacsd_NADYIA, rmsd1-opt, 5891.699826, -187.954390, 50.633326
Neutral_jobs/omegacsd_NADYIA, rmsd115-mmff, 5883.011298, -179.639270, -0.019933
Neutral_jobs/omegacsd_NADYIA, rmsd115-pm7, 5881.618340, -182.688130, 3.159478
Neutral_jobs/omegacsd_NADYIA, rmsd115-opt, 5889.395062, -182.687930, 3.156634
Neutral_jobs/omegacsd_NADYIA, rmsd13-mmff, 5883.278488, -178.836250, 36.762545
Neutral_jobs/omegacsd_NADYIA, rmsd13-pm7, 5881.067029, -183.779660, 45.982281
Neutral_jobs/omegacsd_NADYIA, rmsd13-opt, 5889.120864, -183.779810, 45.968631
Neutral_jobs/omegacsd_NADYIA, rmsd145-mmff, 5882.841608, -178.785960, 36.682226
Neutral_jobs/omegacsd_NADYIA, rmsd145-pm7, 5880.656516, -183.830860, 46.484578
Neutral_jobs/omegacsd_NADYIA, rmsd145-opt, 5889.291798, -183.830690, 46.482369
Neutral_jobs/omegacsd_NADYIA, rmsd147-mmff, 5883.891018, -179.583550, 35.514307
Neutral_jobs/omegacsd_NADYIA, rmsd147-pm7, 5880.618516, -183.362670, 45.924471
Neutral_jobs/omegacsd_NADYIA, rmsd147-opt, 5890.494467, -183.362780, 45.928371
Neutral_jobs/omegacsd_NADYIA, rmsd38-mmff, 5875.038400, -173.433810, 53.686814
Neutral_jobs/omegacsd_NADYIA, rmsd38-pm7, 5881.174057, -188.049550, 49.712024
Neutral_jobs/omegacsd_NADYIA, rmsd38-opt, 5888.372983, -188.049580, 49.708180
Neutral_jobs/omegacsd_NADYIA, rmsd49-mmff, 5861.607632, -163.498780, 67.115437
Neutral_jobs/omegacsd_NADYIA, rmsd49-pm7, 5881.692920, -187.997340, 48.365144
Neutral_jobs/omegacsd_NADYIA, rmsd49-opt, 5889.293039, -187.997180, 48.379430
Neutral_jobs/omegacsd_NADYIA, rmsd75-mmff, 5882.406562, -179.200270, 39.004340
Neutral_jobs/omegacsd_NADYIA, rmsd75-pm7, 5880.866354, -183.607920, 45.536323
Neutral_jobs/omegacsd_NADYIA, rmsd75-opt, 5890.378405, -183.607930, 45.527019
Neutral_jobs/omegacsd_NADYIA, rmsd92-mmff, 5882.849029, -178.805460, 37.150358
Neutral_jobs/omegacsd_NADYIA, rmsd92-pm7, 5880.699385, -183.807050, 46.606108
Neutral_jobs/omegacsd_NADYIA, rmsd92-opt, 5889.141667, -183.807080, 46.599543
Neutral_jobs/omegacsd_NADYIA, rmsd94-mmff, 5882.719938, -178.503110, 36.823904
Neutral_jobs/omegacsd_NADYIA, rmsd94-pm7, 5880.618278, -183.699860, 46.125342
Neutral_jobs/omegacsd_NADYIA, rmsd94-opt, 5890.361785, -183.699820, 46.126933
Neutral_jobs/omegacsd_NADZIB, rmsd11-mmff, 5495.399565, -148.268170, 23.709804
Neutral_jobs/omegacsd_NADZIB, rmsd11-pm7, 5491.816582, -154.773900, 36.164019
Neutral_jobs/omegacsd_NADZIB, rmsd11-opt, 5502.889891, -154.773870, 36.159004
Neutral_jobs/omegacsd_NADZIB, rmsd115-mmff, 5494.671496, -147.903390, 25.588191
Neutral_jobs/omegacsd_NADZIB, rmsd115-pm7, 5490.830417, -154.765890, 37.630346
Neutral_jobs/omegacsd_NADZIB, rmsd115-opt, 5505.378334, -154.765820, 37.631683
Neutral_jobs/omegacsd_NADZIB, rmsd127-mmff, 5486.856006, -142.468280, 33.345703
Neutral_jobs/omegacsd_NADZIB, rmsd127-pm7, 5491.284131, -154.792590, 37.547273
Neutral_jobs/omegacsd_NADZIB, rmsd127-opt, 5507.394319, -154.792550, 37.549349
Neutral_jobs/omegacsd_NADZIB, rmsd149-mmff, 5494.431583, -148.244980, 24.026405
Neutral_jobs/omegacsd_NADZIB, rmsd149-pm7, 5490.705668, -154.645090, 36.769755
Neutral_jobs/omegacsd_NADZIB, rmsd149-opt, 5506.823792, -154.644940, 36.766397
Neutral_jobs/omegacsd_NADZIB, rmsd150-mmff, 5493.990313, -147.948430, 24.686448
Neutral_jobs/omegacsd_NADZIB, rmsd150-pm7, 5490.740033, -154.617230, 36.841610
Neutral_jobs/omegacsd_NADZIB, rmsd150-opt, 5501.978641, -154.617080, 36.840992
Neutral_jobs/omegacsd_NADZIB, rmsd17-mmff, 5488.546439, -142.898340, 33.895412
Neutral_jobs/omegacsd_NADZIB, rmsd17-pm7, 5491.060430, -154.748940, 37.583986
Neutral_jobs/omegacsd_NADZIB, rmsd17-opt, 5503.670457, -154.748730, 37.579309
Neutral_jobs/omegacsd_NADZIB, rmsd183-mmff, 5494.706287, -148.334950, 23.978763
Neutral_jobs/omegacsd_NADZIB, rmsd183-pm7, 5491.273590, -154.705690, 36.984254
Neutral_jobs/omegacsd_NADZIB, rmsd183-opt, 5502.842900, -154.705650, 36.982019
Neutral_jobs/omegacsd_NADZIB, rmsd184-mmff, 5494.315487, -147.404170, 25.004627
Neutral_jobs/omegacsd_NADZIB, rmsd184-pm7, 5491.304511, -154.647970, 36.682091
Neutral_jobs/omegacsd_NADZIB, rmsd184-opt, 5501.573593, -154.647690, 36.679875
Neutral_jobs/omegacsd_NADZIB, rmsd220-mmff, 5485.650519, -141.555020, 32.838887
Neutral_jobs/omegacsd_NADZIB, rmsd220-pm7, 5491.129263, -154.682590, 36.720084
Neutral_jobs/omegacsd_NADZIB, rmsd220-opt, 5500.051023, -154.682540, 36.725233
Neutral_jobs/omegacsd_NADZIB, rmsd224-mmff, 5493.544541, -146.934780, 25.368282
Neutral_jobs/omegacsd_NADZIB, rmsd224-pm7, 5492.149779, -154.779500, 34.675948
Neutral_jobs/omegacsd_NADZIB, rmsd224-opt, 5506.443961, -154.779640, 34.669623
Neutral_jobs/omegacsd_NBPENC, rmsd173-mmff, 3831.794997, -57.322370, 79.570244
Neutral_jobs/omegacsd_NBPENC, rmsd173-pm7, 3837.748463, -59.505740, 79.678718
Neutral_jobs/omegacsd_NBPENC, rmsd173-opt, 3842.138648, -59.505550, 79.685177
Neutral_jobs/omegacsd_NBPENC, rmsd180-mmff, 3829.902611, -56.678760, 80.367417
Neutral_jobs/omegacsd_NBPENC, rmsd180-pm7, 3837.371410, -59.441250, 79.569972
Neutral_jobs/omegacsd_NBPENC, rmsd180-opt, 3842.010208, -59.441290, 79.578791
Neutral_jobs/omegacsd_NBPENC, rmsd225-mmff, 3831.145989, -56.412380, 82.053649
Neutral_jobs/omegacsd_NBPENC, rmsd225-pm7, 3837.398211, -59.430300, 79.685475
Neutral_jobs/omegacsd_NBPENC, rmsd225-opt, 3842.780438, -59.430280, 79.708141
Neutral_jobs/omegacsd_NBPENC, rmsd28-mmff, 3835.032135, -58.240500, 78.883246
Neutral_jobs/omegacsd_NBPENC, rmsd28-pm7, 3838.076036, -59.501330, 79.884649
Neutral_jobs/omegacsd_NBPENC, rmsd28-opt, 3841.772386, -59.501280, 79.878691
Neutral_jobs/omegacsd_NBPENC, rmsd36-mmff, 3832.644809, -56.560420, 80.371903
Neutral_jobs/omegacsd_NBPENC, rmsd36-pm7, 3838.447100, -59.570250, 79.559287
Neutral_jobs/omegacsd_NBPENC, rmsd36-opt, 3841.702735, -59.570070, 79.553515
Neutral_jobs/omegacsd_NBPENC, rmsd38-mmff, 3834.275263, -57.346870, 80.096554
Neutral_jobs/omegacsd_NBPENC, rmsd38-pm7, 3838.216641, -59.434690, 79.918386
Neutral_jobs/omegacsd_NBPENC, rmsd38-opt, 3842.792118, -59.434550, 79.928626
Neutral_jobs/omegacsd_NBPENC, rmsd39-mmff, 3832.057446, -56.557420, 78.676496
Neutral_jobs/omegacsd_NBPENC, rmsd39-pm7, 3837.930927, -59.532570, 79.396821
Neutral_jobs/omegacsd_NBPENC, rmsd39-opt, 3841.855785, -59.532500, 79.365011
Neutral_jobs/omegacsd_NBPENC, rmsd43-mmff, 3830.162344, -55.141170, 81.761934
Neutral_jobs/omegacsd_NBPENC, rmsd43-pm7, 3838.545422, -59.532940, 79.717110
Neutral_jobs/omegacsd_NBPENC, rmsd43-opt, 3842.275033, -59.532840, 79.719263
Neutral_jobs/omegacsd_NBPENC, rmsd78-mmff, 3830.144148, -55.283250, 82.602988
Neutral_jobs/omegacsd_NBPENC, rmsd78-pm7, 3838.314114, -59.528990, 79.730609
Neutral_jobs/omegacsd_NBPENC, rmsd78-opt, 3840.121305, -59.528770, 79.728478
Neutral_jobs/omegacsd_NBPENC, rmsd91-mmff, 3826.553853, -53.667370, 85.283630
Neutral_jobs/omegacsd_NBPENC, rmsd91-pm7, 3837.840701, -59.490140, 79.524129
Neutral_jobs/omegacsd_NBPENC, rmsd91-opt, 3841.818526, -59.490110, 79.520092
Neutral_jobs/omegacsd_NFCSEY, rmsd111-mmff, 3102.932465, -46.825930, 83.615827
Neutral_jobs/omegacsd_NFCSEY, rmsd111-pm7, 3108.023403, -48.357540, 80.946981
Neutral_jobs/omegacsd_NFCSEY, rmsd111-opt, 3112.198870, -48.357310, 80.947649
Neutral_jobs/omegacsd_NFCSEY, rmsd112-mmff, 3105.971174, -47.438210, 80.420826
Neutral_jobs/omegacsd_NFCSEY, rmsd112-pm7, 3108.223707, -48.345430, 80.888695
Neutral_jobs/omegacsd_NFCSEY, rmsd112-opt, 3112.279327, -48.345510, 80.887142
Neutral_jobs/omegacsd_NFCSEY, rmsd115-mmff, 3105.845982, -47.407510, 80.544619
Neutral_jobs/omegacsd_NFCSEY, rmsd115-pm7, 3108.208263, -48.341630, 80.902629
Neutral_jobs/omegacsd_NFCSEY, rmsd115-opt, 3111.801031, -48.341590, 80.907215
Neutral_jobs/omegacsd_NFCSEY, rmsd120-mmff, 3105.014699, -47.159860, 80.780947
Neutral_jobs/omegacsd_NFCSEY, rmsd120-pm7, 3108.448195, -48.324630, 80.833762
Neutral_jobs/omegacsd_NFCSEY, rmsd120-opt, 3112.727175, -48.324730, 80.827356
Neutral_jobs/omegacsd_NFCSEY, rmsd123-mmff, 3105.034986, -47.184020, 80.780627
Neutral_jobs/omegacsd_NFCSEY, rmsd123-pm7, 3108.178769, -48.338600, 80.855367
Neutral_jobs/omegacsd_NFCSEY, rmsd123-opt, 3112.408680, -48.338580, 80.858554
Neutral_jobs/omegacsd_NFCSEY, rmsd124-mmff, 3104.803256, -47.125150, 80.798788
Neutral_jobs/omegacsd_NFCSEY, rmsd124-pm7, 3108.342685, -48.358760, 80.778185
Neutral_jobs/omegacsd_NFCSEY, rmsd124-opt, 3112.573453, -48.358730, 80.777403
Neutral_jobs/omegacsd_NFCSEY, rmsd140-mmff, 3103.091935, -45.896220, 83.658572
Neutral_jobs/omegacsd_NFCSEY, rmsd140-pm7, 3108.125607, -48.354860, 80.921400
Neutral_jobs/omegacsd_NFCSEY, rmsd140-opt, 3112.581476, -48.354730, 80.920905
Neutral_jobs/omegacsd_NFCSEY, rmsd144-mmff, 3108.040002, -48.011970, 80.504743
Neutral_jobs/omegacsd_NFCSEY, rmsd144-pm7, 3108.137731, -48.355270, 80.928179
Neutral_jobs/omegacsd_NFCSEY, rmsd144-opt, 3112.293821, -48.355200, 80.928808
Neutral_jobs/omegacsd_NFCSEY, rmsd151-mmff, 3103.452199, -46.214010, 83.295861
Neutral_jobs/omegacsd_NFCSEY, rmsd151-pm7, 3108.136383, -48.372310, 80.896971
Neutral_jobs/omegacsd_NFCSEY, rmsd151-opt, 3112.528449, -48.372220, 80.900728
Neutral_jobs/omegacsd_NFCSEY, rmsd154-mmff, 3104.228580, -46.855540, 82.333128
Neutral_jobs/omegacsd_NFCSEY, rmsd154-pm7, 3108.279732, -48.369980, 80.858462
Neutral_jobs/omegacsd_NFCSEY, rmsd154-opt, 3112.600195, -48.370000, 80.861515
Neutral_jobs/omegacsd_PACVUK, rmsd145-mmff, 4679.277893, 27.437840, 62.221018
Neutral_jobs/omegacsd_PACVUK, rmsd145-pm7, 4679.280077, 18.246150, 71.135571
Neutral_jobs/omegacsd_PACVUK, rmsd145-opt, 4690.714357, 18.246190, 71.133910
Neutral_jobs/omegacsd_PACVUK, rmsd170-mmff, 4679.653933, 30.969190, 65.993477
Neutral_jobs/omegacsd_PACVUK, rmsd170-pm7, 4681.692705, 18.410010, 70.035706
Neutral_jobs/omegacsd_PACVUK, rmsd170-opt, 4691.590809, 18.410220, 70.039173
Neutral_jobs/omegacsd_PACVUK, rmsd173-mmff, 4676.167068, 33.666140, 67.814195
Neutral_jobs/omegacsd_PACVUK, rmsd173-pm7, 4681.560723, 18.417480, 69.820351
Neutral_jobs/omegacsd_PACVUK, rmsd173-opt, 4691.539954, 18.417790, 69.825294
Neutral_jobs/omegacsd_PACVUK, rmsd186-mmff, 4679.775997, 31.045020, 66.120006
Neutral_jobs/omegacsd_PACVUK, rmsd186-pm7, 4681.857064, 18.421710, 71.159049
Neutral_jobs/omegacsd_PACVUK, rmsd186-opt, 4692.028007, 18.422040, 71.175507
Neutral_jobs/omegacsd_PACVUK, rmsd248-mmff, 4681.118853, 24.430410, 63.755105
Neutral_jobs/omegacsd_PACVUK, rmsd248-pm7, 4681.905662, 18.364420, 70.630758
Neutral_jobs/omegacsd_PACVUK, rmsd248-opt, 4692.082585, 18.364610, 70.630647
Neutral_jobs/omegacsd_PACVUK, rmsd37-mmff, 4680.303922, 24.383450, 64.542349
Neutral_jobs/omegacsd_PACVUK, rmsd37-pm7, 4681.645548, 18.409210, 70.805632
Neutral_jobs/omegacsd_PACVUK, rmsd37-opt, 4691.630964, 18.409470, 70.785489
Neutral_jobs/omegacsd_PACVUK, rmsd39-mmff, 4683.087592, 22.962920, 60.900912
Neutral_jobs/omegacsd_PACVUK, rmsd39-pm7, 4681.927494, 16.889180, 70.004487
Neutral_jobs/omegacsd_PACVUK, rmsd39-opt, 4693.846685, 16.889200, 69.995216
Neutral_jobs/omegacsd_PACVUK, rmsd47-mmff, 4679.533736, 27.730120, 61.330911
Neutral_jobs/omegacsd_PACVUK, rmsd47-pm7, 4682.664149, 17.233680, 69.469763
Neutral_jobs/omegacsd_PACVUK, rmsd47-opt, 4694.010726, 17.234000, 69.476702
Neutral_jobs/omegacsd_PACVUK, rmsd48-mmff, 4679.136059, 25.481940, 64.909262
Neutral_jobs/omegacsd_PACVUK, rmsd48-pm7, 4681.157284, 17.243550, 70.331794
Neutral_jobs/omegacsd_PACVUK, rmsd48-opt, 4693.102158, 17.243980, 70.351416
Neutral_jobs/omegacsd_PACVUK, rmsd68-mmff, 4682.387136, 22.305160, 62.682232
Neutral_jobs/omegacsd_PACVUK, rmsd68-pm7, 4682.080375, 18.410120, 70.200402
Neutral_jobs/omegacsd_PACVUK, rmsd68-opt, 4691.838334, 18.410530, 70.192204
Neutral_jobs/omegacsd_PAPPHI, rmsd2-mmff, 4698.851655, 16.703190, 65.181920
Neutral_jobs/omegacsd_PAPPHI, rmsd2-pm7, 4705.620682, 14.978500, 67.397588
Neutral_jobs/omegacsd_PAPPHI, rmsd2-opt, 4707.700642, 14.978460, 67.402376
Neutral_jobs/omegacsd_PAPPHI, rmsd25-mmff, 4699.046747, 16.683190, 65.096821
Neutral_jobs/omegacsd_PAPPHI, rmsd25-pm7, 4705.602131, 14.972690, 67.596156
Neutral_jobs/omegacsd_PAPPHI, rmsd25-opt, 4707.579256, 14.972890, 67.600145
Neutral_jobs/omegacsd_PAPPHI, rmsd26-mmff, 4698.576452, 16.705570, 65.470691
Neutral_jobs/omegacsd_PAPPHI, rmsd26-pm7, 4705.691205, 14.998160, 67.582481
Neutral_jobs/omegacsd_PAPPHI, rmsd26-opt, 4707.975376, 14.998360, 67.584168
Neutral_jobs/omegacsd_PAPPHI, rmsd28-mmff, 4698.732007, 16.747220, 65.032623
Neutral_jobs/omegacsd_PAPPHI, rmsd28-pm7, 4705.583342, 14.951710, 67.551534
Neutral_jobs/omegacsd_PAPPHI, rmsd28-opt, 4707.851194, 14.951980, 67.544775
Neutral_jobs/omegacsd_PAPPHI, rmsd30-mmff, 4698.903983, 16.753950, 65.183641
Neutral_jobs/omegacsd_PAPPHI, rmsd30-pm7, 4705.449742, 14.958100, 67.312504
Neutral_jobs/omegacsd_PAPPHI, rmsd30-opt, 4707.844254, 14.958370, 67.321453
Neutral_jobs/omegacsd_PAPPHI, rmsd31-mmff, 4698.986123, 16.716520, 65.071626
Neutral_jobs/omegacsd_PAPPHI, rmsd31-pm7, 4705.442428, 14.951140, 67.299226
Neutral_jobs/omegacsd_PAPPHI, rmsd31-opt, 4707.861976, 14.951250, 67.306819
Neutral_jobs/omegacsd_PAPPHI, rmsd32-mmff, 4699.017606, 16.690430, 65.086382
Neutral_jobs/omegacsd_PAPPHI, rmsd32-pm7, 4705.636638, 14.958080, 67.691512
Neutral_jobs/omegacsd_PAPPHI, rmsd32-opt, 4707.778656, 14.958160, 67.694448
Neutral_jobs/omegacsd_PAPPHI, rmsd35-mmff, 4698.904522, 16.711990, 65.055053
Neutral_jobs/omegacsd_PAPPHI, rmsd35-pm7, 4705.596057, 14.933630, 67.447331
Neutral_jobs/omegacsd_PAPPHI, rmsd35-opt, 4707.923997, 14.933920, 67.450269
Neutral_jobs/omegacsd_PAPPHI, rmsd36-mmff, 4698.957833, 16.740020, 65.044599
Neutral_jobs/omegacsd_PAPPHI, rmsd36-pm7, 4705.828054, 14.944020, 67.343832
Neutral_jobs/omegacsd_PAPPHI, rmsd36-opt, 4707.926120, 14.944120, 67.343557
Neutral_jobs/omegacsd_PAPPHI, rmsd37-mmff, 4699.008494, 16.700340, 65.090592
Neutral_jobs/omegacsd_PAPPHI, rmsd37-pm7, 4705.857889, 15.017080, 67.536983
Neutral_jobs/omegacsd_PAPPHI, rmsd37-opt, 4707.988832, 15.017100, 67.533773
Neutral_jobs/omegacsd_PBBSHD, rmsd107-mmff, 4978.017993, -40.263380, 90.754434
Neutral_jobs/omegacsd_PBBSHD, rmsd107-pm7, 4976.086365, -40.987120, 93.530966
Neutral_jobs/omegacsd_PBBSHD, rmsd107-opt, 4982.595788, -40.987090, 93.528575
Neutral_jobs/omegacsd_PBBSHD, rmsd115-mmff, 4979.896699, -40.055500, 92.550970
Neutral_jobs/omegacsd_PBBSHD, rmsd115-pm7, 4978.760132, -42.762390, 92.290194
Neutral_jobs/omegacsd_PBBSHD, rmsd115-opt, 4984.103752, -42.762540, 92.293488
Neutral_jobs/omegacsd_PBBSHD, rmsd132-mmff, 4978.309454, -40.153840, 91.202796
Neutral_jobs/omegacsd_PBBSHD, rmsd132-pm7, 4976.460387, -41.056790, 92.929789
Neutral_jobs/omegacsd_PBBSHD, rmsd132-opt, 4982.344425, -41.056560, 92.930731
Neutral_jobs/omegacsd_PBBSHD, rmsd133-mmff, 4978.380127, -40.300410, 90.834532
Neutral_jobs/omegacsd_PBBSHD, rmsd133-pm7, 4975.924242, -40.871760, 94.890650
Neutral_jobs/omegacsd_PBBSHD, rmsd133-opt, 4982.038784, -40.871230, 94.876632
Neutral_jobs/omegacsd_PBBSHD, rmsd140-mmff, 4977.727202, -39.470980, 92.012369
Neutral_jobs/omegacsd_PBBSHD, rmsd140-pm7, 4976.422848, -41.025050, 93.205578
Neutral_jobs/omegacsd_PBBSHD, rmsd140-opt, 4981.878981, -41.025010, 93.208137
Neutral_jobs/omegacsd_PBBSHD, rmsd155-mmff, 4978.222712, -40.031680, 91.481407
Neutral_jobs/omegacsd_PBBSHD, rmsd155-pm7, 4976.037237, -41.033350, 93.532817
Neutral_jobs/omegacsd_PBBSHD, rmsd155-opt, 4982.695070, -41.033270, 93.535197
Neutral_jobs/omegacsd_PBBSHD, rmsd156-mmff, 4978.214757, -39.925860, 91.511660
Neutral_jobs/omegacsd_PBBSHD, rmsd156-pm7, 4976.032585, -41.024750, 93.768435
Neutral_jobs/omegacsd_PBBSHD, rmsd156-opt, 4981.942390, -41.024700, 93.760094
Neutral_jobs/omegacsd_PBBSHD, rmsd51-mmff, 4978.778887, -39.744970, 91.875247
Neutral_jobs/omegacsd_PBBSHD, rmsd51-pm7, 4976.010751, -40.954900, 93.866426
Neutral_jobs/omegacsd_PBBSHD, rmsd51-opt, 4982.968485, -40.954860, 93.867279
Neutral_jobs/omegacsd_PBBSHD, rmsd54-mmff, 4980.977725, -40.986430, 91.329272
Neutral_jobs/omegacsd_PBBSHD, rmsd54-pm7, 4981.902328, -41.260100, 91.948342
Neutral_jobs/omegacsd_PBBSHD, rmsd54-opt, 4985.529556, -41.259420, 91.959758
Neutral_jobs/omegacsd_PBBSHD, rmsd56-mmff, 4978.724396, -39.926730, 91.774611
Neutral_jobs/omegacsd_PBBSHD, rmsd56-pm7, 4976.286355, -40.958250, 93.461903
Neutral_jobs/omegacsd_PBBSHD, rmsd56-opt, 4982.364237, -40.958090, 93.460895
Neutral_jobs/omegacsd_PBYXCH, rmsd13-mmff, 4507.678195, -53.357110, 46.658398
Neutral_jobs/omegacsd_PBYXCH, rmsd13-pm7, 4505.396866, -59.586890, 60.093845
Neutral_jobs/omegacsd_PBYXCH, rmsd13-opt, 4510.082485, -59.586780, 60.090883
Neutral_jobs/omegacsd_PBYXCH, rmsd15-mmff, 4507.095451, -53.611820, 47.379501
Neutral_jobs/omegacsd_PBYXCH, rmsd15-pm7, 4504.737403, -59.306180, 59.947534
Neutral_jobs/omegacsd_PBYXCH, rmsd15-opt, 4509.971565, -59.306140, 59.945263
Neutral_jobs/omegacsd_PBYXCH, rmsd16-mmff, 4503.972135, -52.066680, 49.348449
Neutral_jobs/omegacsd_PBYXCH, rmsd16-pm7, 4504.553406, -59.353040, 60.136608
Neutral_jobs/omegacsd_PBYXCH, rmsd16-opt, 4510.066881, -59.353040, 60.136883
Neutral_jobs/omegacsd_PBYXCH, rmsd165-mmff, 4499.258531, -49.655700, 54.023131
Neutral_jobs/omegacsd_PBYXCH, rmsd165-pm7, 4505.908826, -59.654510, 59.788561
Neutral_jobs/omegacsd_PBYXCH, rmsd165-opt, 4510.259707, -59.654130, 59.792003
Neutral_jobs/omegacsd_PBYXCH, rmsd213-mmff, 4504.001652, -50.242950, 58.595081
Neutral_jobs/omegacsd_PBYXCH, rmsd213-pm7, 4504.847264, -59.473730, 60.612256
Neutral_jobs/omegacsd_PBYXCH, rmsd213-opt, 4510.191208, -59.473620, 60.611347
Neutral_jobs/omegacsd_PBYXCH, rmsd216-mmff, 4509.310665, -53.418720, 45.397013
Neutral_jobs/omegacsd_PBYXCH, rmsd216-pm7, 4505.706751, -59.599970, 59.625181
Neutral_jobs/omegacsd_PBYXCH, rmsd216-opt, 4509.905897, -59.599640, 59.622906
Neutral_jobs/omegacsd_PBYXCH, rmsd40-mmff, 4503.075184, -50.209080, 56.337082
Neutral_jobs/omegacsd_PBYXCH, rmsd40-pm7, 4503.639943, -59.298560, 61.155924
Neutral_jobs/omegacsd_PBYXCH, rmsd40-opt, 4510.613100, -59.298480, 61.148770
Neutral_jobs/omegacsd_PBYXCH, rmsd76-mmff, 4512.054631, -54.514990, 44.230709
Neutral_jobs/omegacsd_PBYXCH, rmsd76-pm7, 4503.653357, -59.417080, 60.929748
Neutral_jobs/omegacsd_PBYXCH, rmsd76-opt, 4510.377245, -59.416890, 60.930256
Neutral_jobs/omegacsd_PBYXCH, rmsd77-mmff, 4512.045048, -54.596930, 44.052020
Neutral_jobs/omegacsd_PBYXCH, rmsd77-pm7, 4504.136950, -59.388020, 60.848413
Neutral_jobs/omegacsd_PBYXCH, rmsd77-opt, 4509.827068, -59.387840, 60.854754
Neutral_jobs/omegacsd_PBYXCH, rmsd95-mmff, 4511.902903, -54.508420, 44.671845
Neutral_jobs/omegacsd_PBYXCH, rmsd95-pm7, 4504.235525, -59.446410, 60.765015
Neutral_jobs/omegacsd_PBYXCH, rmsd95-opt, 4510.319289, -59.446290, 60.767447
Neutral_jobs/omegacsd_PCPTZA, rmsd11-mmff, 4052.623497, -20.521640, 52.281577
Neutral_jobs/omegacsd_PCPTZA, rmsd11-pm7, 4049.654507, -21.260260, 52.809528
Neutral_jobs/omegacsd_PCPTZA, rmsd11-opt, 4056.170147, -21.260050, 52.805877
Neutral_jobs/omegacsd_PCPTZA, rmsd113-mmff, 4050.478171, -19.372530, 52.462846
Neutral_jobs/omegacsd_PCPTZA, rmsd113-pm7, 4049.392825, -21.366610, 52.001783
Neutral_jobs/omegacsd_PCPTZA, rmsd113-opt, 4056.872288, -21.366450, 52.002613
Neutral_jobs/omegacsd_PCPTZA, rmsd155-mmff, 4052.237205, -20.251940, 52.086910
Neutral_jobs/omegacsd_PCPTZA, rmsd155-pm7, 4049.281733, -21.274350, 52.936588
Neutral_jobs/omegacsd_PCPTZA, rmsd155-opt, 4056.176902, -21.274250, 52.934730
Neutral_jobs/omegacsd_PCPTZA, rmsd156-mmff, 4051.785966, -20.275030, 51.164087
Neutral_jobs/omegacsd_PCPTZA, rmsd156-pm7, 4049.151981, -21.280490, 52.856662
Neutral_jobs/omegacsd_PCPTZA, rmsd156-opt, 4055.624770, -21.280390, 52.856883
Neutral_jobs/omegacsd_PCPTZA, rmsd183-mmff, 4051.894255, -20.430920, 49.864736
Neutral_jobs/omegacsd_PCPTZA, rmsd183-pm7, 4049.225972, -21.355480, 51.934115
Neutral_jobs/omegacsd_PCPTZA, rmsd183-opt, 4056.798242, -21.355790, 51.942425
Neutral_jobs/omegacsd_PCPTZA, rmsd190-mmff, 4052.406328, -20.511400, 49.828981
Neutral_jobs/omegacsd_PCPTZA, rmsd190-pm7, 4050.080873, -21.484030, 51.312298
Neutral_jobs/omegacsd_PCPTZA, rmsd190-opt, 4056.674535, -21.484050, 51.326453
Neutral_jobs/omegacsd_PCPTZA, rmsd210-mmff, 4052.472541, -20.520910, 49.806842
Neutral_jobs/omegacsd_PCPTZA, rmsd210-pm7, 4049.771536, -21.504500, 51.510568
